Subject,Cond,Trial,T_s,T_p,Main
1,One,2927,1629.29,1629.29,Test
1,One,2928,1629.29,1629.29,Test
1,One,2929,1629.29,1629.29,Test
1,One,2930,1629.29,1629.29,Test
1,One,2931,1629.29,1629.29,Test
1,One,2932,1629.29,1629.29,Test
1,One,2933,1629.29,1629.29,Test
1,One,2934,1629.29,1629.29,Test
1,One,2935,1629.29,1629.29,Test
1,One,2936,1629.29,1629.29,Test
1,One,2937,1629.29,1629.29,Test
1,One,2938,1629.29,1629.29,Test
1,One,2939,1629.29,1629.29,Test
1,One,2940,1629.29,1629.29,Test
1,One,2941,1629.29,1629.29,Test
1,One,2942,1629.29,1629.29,Test
1,One,2943,1629.29,1629.29,Test
1,One,2944,1629.29,1629.29,Test
1,One,2945,1629.29,1629.29,Test
1,One,2946,1629.29,1629.29,Test
1,One,2947,1629.29,1629.29,Test
1,One,2948,1629.29,1629.29,Test
1,One,2949,1629.29,1629.29,Test
1,One,2950,1629.29,1629.29,Test
1,One,2951,1629.29,1629.29,Test
1,One,2952,1629.29,1629.29,Test
1,One,2953,1629.29,1629.29,Test
1,One,2954,1629.29,1629.29,Test
1,One,2955,1629.29,1629.29,Test
1,One,2956,1629.29,1629.29,Test
1,One,2957,1629.29,1629.29,Test
1,One,2958,1629.29,1629.29,Test
1,One,2959,1629.29,1629.29,Test
1,One,2960,1629.29,1629.29,Test
1,One,2961,1629.29,1629.29,Test
1,One,2962,1629.29,1629.29,Test
1,One,2963,1629.29,1629.29,Test
1,One,2964,1629.29,1629.29,Test
1,One,2965,1629.29,1629.29,Test
1,One,2966,1629.29,1629.29,Test
1,One,2967,1629.29,1629.29,Test
1,One,2968,1629.29,1629.29,Test
1,One,2969,1629.29,1629.29,Test
1,One,2970,1629.29,1629.29,Test
1,One,2971,1629.29,1629.29,Test
1,One,2972,1629.29,1629.29,Test
1,One,2973,1629.29,1629.29,Test
1,One,2974,1629.29,1629.29,Test
1,One,2975,1629.29,1629.29,Test
1,One,2976,1629.29,1629.29,Test
1,One,2977,1629.29,1629.29,Test
1,One,2978,1629.29,1629.29,Test
1,One,2979,1629.29,1629.29,Test
1,One,2980,1629.29,1629.29,Test
1,One,2981,1629.29,1629.29,Test
1,One,2982,1629.29,1629.29,Test
1,One,2983,1629.29,1629.29,Test
1,One,2984,1629.29,1629.29,Test
1,One,2985,1629.29,1629.29,Test
1,One,2986,1629.29,1629.29,Test
1,One,2987,1629.29,1629.29,Test
1,One,2988,1629.29,1629.29,Test
1,One,2989,1629.29,1629.29,Test
1,One,2990,1629.29,1629.29,Test
1,One,2991,1629.29,1629.29,Test
1,One,2992,1629.29,1629.29,Test
1,One,2993,1629.29,1629.29,Test
1,One,2994,1629.29,1629.29,Test
1,One,2995,1629.29,1629.29,Test
1,One,2996,1629.29,1629.29,Test
1,One,2997,1629.29,1629.29,Test
1,One,2998,1629.29,1629.29,Test
1,One,2999,1629.29,1629.29,Test
2,One,3000,2359.44,2359.44,Train
2,One,3001,1660.73,1660.73,Train
2,One,3002,1866.92,1866.92,Train
2,One,3003,1419.39,1419.39,Train
2,One,3004,1980.2,1980.2,Train
2,One,3005,1912.7,1912.7,Train
2,One,3006,2016.12,2016.12,Train
2,One,3007,2161.23,2161.23,Train
2,One,3008,2041.34,2041.34,Train
2,One,3009,2250.89,2250.89,Train
2,One,3010,2198.51,2198.51,Train
2,One,3011,2273.99,2273.99,Train
2,One,3012,2137.01,2137.01,Train
2,One,3013,1923.2,1923.2,Train
2,One,3014,2178.45,2178.45,Train
2,One,3015,1715.51,1715.51,Train
2,One,3016,1942.29,1942.29,Train
2,One,3017,2091.26,2091.26,Train
2,One,3018,1729.74,1729.74,Train
2,One,3019,1985.23,1985.23,Train
2,One,3020,1913.96,1913.96,Train
2,One,3021,1795.99,1795.99,Train
2,One,3022,1902.19,1902.19,Train
2,One,3023,2037.81,2037.81,Train
2,One,3024,1511.1,1511.1,Train
2,One,3025,1878.55,1878.55,Train
2,One,3026,1717.78,1717.78,Train
2,One,3027,1807.43,1807.43,Train
2,One,3028,2158.64,2158.64,Train
2,One,3029,2037.77,2037.77,Train
2,One,3030,1973.16,1973.16,Train
2,One,3031,1349.17,1349.17,Train
2,One,3032,1704.0,1704.0,Train
2,One,3033,1851.6,1851.6,Train
2,One,3034,2479.65,2479.65,Train
2,One,3035,2140.59,2140.59,Train
2,One,3036,2099.85,2099.85,Train
2,One,3037,1599.93,1599.93,Train
2,One,3038,1348.1,1348.1,Train
2,One,3039,1765.44,1765.44,Train
2,One,3040,2415.31,2415.31,Train
2,One,3041,2079.44,2079.44,Train
2,One,3042,1863.87,1863.87,Train
2,One,3043,2535.35,2535.35,Train
2,One,3044,2074.74,2074.74,Train
2,One,3045,1657.22,1657.22,Train
2,One,3046,1931.34,1931.34,Train
2,One,3047,2253.26,2253.26,Train
2,One,3048,1467.84,1467.84,Train
2,One,3049,1825.05,1825.05,Train
2,One,3050,2120.76,2120.76,Train
2,One,3051,1863.6,1863.6,Train
2,One,3052,2167.92,2167.92,Train
2,One,3053,2494.9,2494.9,Train
2,One,3054,2066.0,2066.0,Train
2,One,3055,1399.63,1399.63,Train
2,One,3056,1762.65,1762.65,Train
2,One,3057,1599.88,1599.88,Train
2,One,3058,2317.97,2317.97,Train
2,One,3059,1836.86,1836.86,Train
2,One,3060,1857.37,1857.37,Train
2,One,3061,1672.22,1672.22,Train
2,One,3062,1741.16,1741.16,Train
2,One,3063,1773.61,1773.61,Train
2,One,3064,1489.89,1489.89,Train
2,One,3065,2163.93,2163.93,Train
2,One,3066,1888.46,1888.46,Train
2,One,3067,1849.98,1849.98,Train
2,One,3068,2032.52,2032.52,Train
2,One,3069,1817.64,1817.64,Train
2,One,3070,1880.69,1880.69,Train
2,One,3071,2136.16,2136.16,Train
2,One,3072,1785.92,1785.92,Train
2,One,3073,1509.33,1509.33,Train
2,One,3074,1598.83,1598.83,Train
2,One,3075,2021.68,2021.68,Train
2,One,3076,1656.85,1656.85,Train
2,One,3077,2066.52,2066.52,Train
2,One,3078,1571.25,1571.25,Train
2,One,3079,2298.01,2298.01,Train
2,One,3080,2274.78,2274.78,Train
2,One,3081,1596.02,1596.02,Train
2,One,3082,2242.45,2242.45,Train
2,One,3083,1949.64,1949.64,Train
2,One,3084,1905.69,1905.69,Train
2,One,3085,1391.73,1391.73,Train
2,One,3086,2062.63,2062.63,Train
2,One,3087,1676.71,1676.71,Train
2,One,3088,1837.25,1837.25,Train
2,One,3089,2336.97,2336.97,Train
2,One,3090,1771.63,1771.63,Train
2,One,3091,1529.25,1529.25,Train
2,One,3092,1785.31,1785.31,Train
2,One,3093,1732.94,1732.94,Train
2,One,3094,1496.5,1496.5,Train
2,One,3095,2212.93,2212.93,Train
2,One,3096,1891.56,1891.56,Train
2,One,3097,1634.96,1634.96,Train
2,One,3098,2391.97,2391.97,Train
2,One,3099,1807.54,1807.54,Train
2,One,3100,1979.71,1979.71,Train
2,One,3101,1460.8,1460.8,Train
2,One,3102,2056.52,2056.52,Train
2,One,3103,1764.0,1764.0,Train
2,One,3104,1858.84,1858.84,Train
2,One,3105,1933.72,1933.72,Train
2,One,3106,1480.99,1480.99,Train
2,One,3107,1678.01,1678.01,Train
2,One,3108,2300.11,2300.11,Train
2,One,3109,2100.3,2100.3,Train
2,One,3110,1462.74,1462.74,Train
2,One,3111,1738.04,1738.04,Train
2,One,3112,2136.33,2136.33,Train
2,One,3113,1426.47,1426.47,Train
2,One,3114,1974.77,1974.77,Train
2,One,3115,2211.22,2211.22,Train
2,One,3116,1440.42,1440.42,Train
2,One,3117,1527.44,1527.44,Train
2,One,3118,1554.84,1554.84,Train
2,One,3119,1846.31,1846.31,Train
2,One,3120,2267.2,2267.2,Train
2,One,3121,1571.14,1571.14,Train
2,One,3122,1674.71,1674.71,Train
2,One,3123,2053.83,2053.83,Train
2,One,3124,1753.19,1753.19,Train
2,One,3125,1623.09,1623.09,Train
2,One,3126,2049.58,2049.58,Train
2,One,3127,1800.21,1800.21,Train
2,One,3128,1603.53,1603.53,Train
2,One,3129,2102.83,2102.83,Train
2,One,3130,2217.81,2217.81,Train
2,One,3131,1789.16,1789.16,Train
2,One,3132,1860.3,1860.3,Train
2,One,3133,1447.56,1447.56,Train
2,One,3134,2185.75,2185.75,Train
2,One,3135,2240.44,2240.44,Train
2,One,3136,1789.3,1789.3,Train
2,One,3137,2281.11,2281.11,Train
2,One,3138,1899.16,1899.16,Train
2,One,3139,2063.84,2063.84,Train
2,One,3140,1590.01,1590.01,Train
2,One,3141,1558.57,1558.57,Train
2,One,3142,1852.88,1852.88,Train
2,One,3143,1638.8,1638.8,Train
2,One,3144,1475.89,1475.89,Train
2,One,3145,1329.66,1329.66,Train
2,One,3146,2389.42,2389.42,Train
2,One,3147,1822.13,1822.13,Train
2,One,3148,2057.38,2057.38,Train
2,One,3149,1616.58,1616.58,Train
2,One,3150,2298.68,2298.68,Train
2,One,3151,1882.61,1882.61,Train
2,One,3152,2199.87,2199.87,Train
2,One,3153,2097.96,2097.96,Train
2,One,3154,1819.85,1819.85,Train
2,One,3155,1975.44,1975.44,Train
2,One,3156,2039.91,2039.91,Train
2,One,3157,1524.74,1524.74,Train
2,One,3158,1434.3,1434.3,Train
2,One,3159,1619.89,1619.89,Train
2,One,3160,1783.77,1783.77,Train
2,One,3161,1272.32,1272.32,Train
2,One,3162,1911.47,1911.47,Train
2,One,3163,1648.25,1648.25,Train
2,One,3164,2029.92,2029.92,Train
2,One,3165,1623.64,1623.64,Train
2,One,3166,2221.04,2221.04,Train
2,One,3167,1890.02,1890.02,Train
2,One,3168,2080.89,2080.89,Train
2,One,3169,1840.58,1840.58,Train
2,One,3170,2087.22,2087.22,Train
2,One,3171,2066.6,2066.6,Train
2,One,3172,1287.94,1287.94,Train
2,One,3173,2104.88,2104.88,Train
2,One,3174,1779.89,1779.89,Train
2,One,3175,2101.78,2101.78,Train
2,One,3176,1974.34,1974.34,Train
2,One,3177,2255.85,2255.85,Train
2,One,3178,2260.75,2260.75,Train
2,One,3179,1613.29,1613.29,Train
2,One,3180,1743.95,1743.95,Train
2,One,3181,1831.95,1831.95,Train
2,One,3182,1550.44,1550.44,Train
2,One,3183,1694.83,1694.83,Train
2,One,3184,2204.3,2204.3,Train
2,One,3185,1695.56,1695.56,Train
2,One,3186,1535.59,1535.59,Train
2,One,3187,1809.81,1809.81,Train
2,One,3188,1644.71,1644.71,Train
2,One,3189,2104.21,2104.21,Train
2,One,3190,2058.14,2058.14,Train
2,One,3191,1800.84,1800.84,Train
2,One,3192,2043.6,2043.6,Train
2,One,3193,1742.57,1742.57,Train
2,One,3194,2081.61,2081.61,Train
2,One,3195,1922.24,1922.24,Train
2,One,3196,1504.42,1504.42,Train
2,One,3197,1929.48,1929.48,Train
2,One,3198,1430.17,1430.17,Train
2,One,3199,1816.83,1816.83,Train
2,One,3200,1889.89,1889.89,Train
2,One,3201,2140.15,2140.15,Train
2,One,3202,2108.46,2108.46,Train
2,One,3203,1477.4,1477.4,Train
2,One,3204,1382.53,1382.53,Train
2,One,3205,1636.35,1636.35,Train
2,One,3206,1897.52,1897.52,Train
2,One,3207,2248.31,2248.31,Train
2,One,3208,1824.14,1824.14,Train
2,One,3209,1534.7,1534.7,Train
2,One,3210,1812.11,1812.11,Train
2,One,3211,1596.92,1596.92,Train
2,One,3212,2329.88,2329.88,Train
2,One,3213,1902.18,1902.18,Train
2,One,3214,1558.82,1558.82,Train
2,One,3215,1935.76,1935.76,Train
2,One,3216,2251.79,2251.79,Train
2,One,3217,1670.18,1670.18,Train
2,One,3218,2277.51,2277.51,Train
2,One,3219,1919.65,1919.65,Train
2,One,3220,1583.0,1583.0,Train
2,One,3221,2101.81,2101.81,Train
2,One,3222,1622.41,1622.41,Train
2,One,3223,1827.13,1827.13,Train
2,One,3224,2124.71,2124.71,Train
2,One,3225,1460.31,1460.31,Train
2,One,3226,1475.07,1475.07,Train
2,One,3227,2449.44,2449.44,Train
2,One,3228,1310.0,1310.0,Train
2,One,3229,1840.38,1840.38,Train
2,One,3230,2132.32,2132.32,Train
2,One,3231,1480.61,1480.61,Train
2,One,3232,1693.04,1693.04,Train
2,One,3233,2407.11,2407.11,Train
2,One,3234,2115.47,2115.47,Train
2,One,3235,1615.21,1615.21,Train
2,One,3236,1806.07,1806.07,Train
2,One,3237,1884.95,1884.95,Train
2,One,3238,1647.52,1647.52,Train
2,One,3239,2067.47,2067.47,Train
2,One,3240,1973.74,1973.74,Train
2,One,3241,1948.32,1948.32,Train
2,One,3242,1534.63,1534.63,Train
2,One,3243,1808.17,1808.17,Train
2,One,3244,2333.77,2333.77,Train
2,One,3245,2373.72,2373.72,Train
2,One,3246,2138.5,2138.5,Train
2,One,3247,1806.07,1806.07,Train
2,One,3248,2317.55,2317.55,Train
2,One,3249,1817.12,1817.12,Train
2,One,3250,2050.46,2050.46,Train
2,One,3251,1689.77,1689.77,Train
2,One,3252,2218.72,2218.72,Train
2,One,3253,1776.71,1776.71,Train
2,One,3254,1658.11,1658.11,Train
2,One,3255,2443.67,2443.67,Train
2,One,3256,1520.75,1520.75,Train
2,One,3257,1595.1,1595.1,Train
2,One,3258,1841.61,1841.61,Train
2,One,3259,2060.85,2060.85,Train
2,One,3260,2184.65,2184.65,Train
2,One,3261,2081.33,2081.33,Train
2,One,3262,2143.94,2143.94,Train
2,One,3263,2075.72,2075.72,Train
2,One,3264,1784.02,1784.02,Train
2,One,3265,1900.66,1900.66,Train
2,One,3266,1430.58,1430.58,Train
2,One,3267,1979.43,1979.43,Train
2,One,3268,1964.91,1964.91,Train
2,One,3269,2047.84,2047.84,Train
2,One,3270,1953.15,1953.15,Train
2,One,3271,1913.43,1913.43,Train
2,One,3272,1750.8,1750.8,Train
2,One,3273,1635.82,1635.82,Train
2,One,3274,1550.65,1550.65,Train
2,One,3275,1897.94,1897.94,Train
2,One,3276,1627.53,1627.53,Train
2,One,3277,1997.0,1997.0,Train
2,One,3278,2128.52,2128.52,Train
2,One,3279,2276.12,2276.12,Train
2,One,3280,1430.81,1430.81,Train
2,One,3281,1783.96,1783.96,Train
2,One,3282,1466.77,1466.77,Train
2,One,3283,1441.62,1441.62,Train
2,One,3284,1918.9,1918.9,Train
2,One,3285,1952.41,1952.41,Train
2,One,3286,1326.03,1326.03,Train
2,One,3287,1761.51,1761.51,Train
2,One,3288,1622.99,1622.99,Train
2,One,3289,2300.86,2300.86,Train
2,One,3290,2347.79,2347.79,Train
2,One,3291,2237.37,2237.37,Train
2,One,3292,1717.5,1717.5,Train
2,One,3293,2199.04,2199.04,Train
2,One,3294,1720.06,1720.06,Train
2,One,3295,1387.24,1387.24,Train
2,One,3296,2254.34,2254.34,Train
2,One,3297,2082.89,2082.89,Train
2,One,3298,2070.49,2070.49,Train
2,One,3299,2056.35,2056.35,Train
2,One,3300,2074.73,2074.73,Train
2,One,3301,1437.44,1437.44,Train
2,One,3302,1352.89,1352.89,Train
2,One,3303,1887.21,1887.21,Train
2,One,3304,1659.33,1659.33,Train
2,One,3305,2122.57,2122.57,Train
2,One,3306,1490.78,1490.78,Train
2,One,3307,1477.57,1477.57,Train
2,One,3308,1950.69,1950.69,Train
2,One,3309,1570.76,1570.76,Train
2,One,3310,2178.4,2178.4,Train
2,One,3311,1633.17,1633.17,Train
2,One,3312,1794.05,1794.05,Train
2,One,3313,1651.94,1651.94,Train
2,One,3314,1827.57,1827.57,Train
2,One,3315,2192.04,2192.04,Train
2,One,3316,1909.41,1909.41,Train
2,One,3317,2067.16,2067.16,Train
2,One,3318,2009.15,2009.15,Train
2,One,3319,2032.22,2032.22,Train
2,One,3320,1535.5,1535.5,Train
2,One,3321,1959.65,1959.65,Train
2,One,3322,2156.06,2156.06,Train
2,One,3323,1600.29,1600.29,Train
2,One,3324,1922.34,1922.34,Train
2,One,3325,1963.8,1963.8,Train
2,One,3326,2271.08,2271.08,Train
2,One,3327,1436.75,1436.75,Train
2,One,3328,2049.81,2049.81,Train
2,One,3329,2048.47,2048.47,Train
2,One,3330,1316.71,1316.71,Train
2,One,3331,1997.49,1997.49,Train
2,One,3332,2240.38,2240.38,Train
2,One,3333,1502.48,1502.48,Train
2,One,3334,2082.99,2082.99,Train
2,One,3335,1999.06,1999.06,Train
2,One,3336,1468.17,1468.17,Train
2,One,3337,2062.02,2062.02,Train
2,One,3338,2008.6,2008.6,Train
2,One,3339,1787.87,1787.87,Train
2,One,3340,2031.19,2031.19,Train
2,One,3341,1929.09,1929.09,Train
2,One,3342,1980.76,1980.76,Train
2,One,3343,1546.16,1546.16,Train
2,One,3344,2070.15,2070.15,Train
2,One,3345,1939.14,1939.14,Train
2,One,3346,2319.18,2319.18,Train
2,One,3347,2221.33,2221.33,Train
2,One,3348,1895.67,1895.67,Train
2,One,3349,2061.78,2061.78,Train
2,One,3350,2116.88,2116.88,Train
2,One,3351,1770.71,1770.71,Train
2,One,3352,1898.34,1898.34,Train
2,One,3353,2200.93,2200.93,Train
2,One,3354,1937.85,1937.85,Train
2,One,3355,1938.48,1938.48,Train
2,One,3356,1640.07,1640.07,Train
2,One,3357,2101.91,2101.91,Train
2,One,3358,1828.27,1828.27,Train
2,One,3359,1754.61,1754.61,Train
2,One,3360,2229.65,2229.65,Train
2,One,3361,1905.08,1905.08,Train
2,One,3362,1460.84,1460.84,Train
2,One,3363,1984.06,1984.06,Train
2,One,3364,1982.35,1982.35,Train
2,One,3365,1752.27,1752.27,Train
2,One,3366,1444.73,1444.73,Train
2,One,3367,1887.46,1887.46,Train
2,One,3368,2252.46,2252.46,Train
2,One,3369,2270.39,2270.39,Train
2,One,3370,1899.97,1899.97,Train
2,One,3371,1475.91,1475.91,Train
2,One,3372,1606.76,1606.76,Train
2,One,3373,1995.82,1995.82,Train
2,One,3374,1591.38,1591.38,Train
2,One,3375,2026.74,2026.74,Train
2,One,3376,1505.24,1505.24,Train
2,One,3377,1677.7,1677.7,Train
2,One,3378,2168.84,2168.84,Train
2,One,3379,1913.59,1913.59,Train
2,One,3380,2325.49,2325.49,Train
2,One,3381,1932.67,1932.67,Train
2,One,3382,1317.6,1317.6,Train
2,One,3383,1572.38,1572.38,Train
2,One,3384,1877.24,1877.24,Train
2,One,3385,2351.62,2351.62,Train
2,One,3386,1916.72,1916.72,Train
2,One,3387,2298.78,2298.78,Train
2,One,3388,1863.31,1863.31,Train
2,One,3389,1787.72,1787.72,Train
2,One,3390,1531.81,1531.81,Train
2,One,3391,1747.0,1747.0,Train
2,One,3392,1823.42,1823.42,Train
2,One,3393,1508.81,1508.81,Train
2,One,3394,2124.71,2124.71,Train
2,One,3395,2349.95,2349.95,Train
2,One,3396,2399.56,2399.56,Train
2,One,3397,1971.86,1971.86,Train
2,One,3398,2223.45,2223.45,Train
2,One,3399,2256.37,2256.37,Train
2,One,3400,2083.19,2083.19,Train
2,One,3401,1974.31,1974.31,Train
2,One,3402,1842.69,1842.69,Train
2,One,3403,1748.85,1748.85,Train
2,One,3404,2097.72,2097.72,Train
2,One,3405,1563.32,1563.32,Train
2,One,3406,2089.04,2089.04,Train
2,One,3407,1863.71,1863.71,Train
2,One,3408,1719.29,1719.29,Train
2,One,3409,1510.65,1510.65,Train
2,One,3410,1991.54,1991.54,Train
2,One,3411,2380.87,2380.87,Train
2,One,3412,1958.57,1958.57,Train
2,One,3413,1753.93,1753.93,Train
2,One,3414,2107.22,2107.22,Train
2,One,3415,1898.02,1898.02,Train
2,One,3416,1856.42,1856.42,Train
2,One,3417,1794.22,1794.22,Train
2,One,3418,1751.87,1751.87,Train
2,One,3419,1634.38,1634.38,Train
2,One,3420,2133.38,2133.38,Train
2,One,3421,2193.09,2193.09,Train
2,One,3422,1491.68,1491.68,Train
2,One,3423,1764.12,1764.12,Train
2,One,3424,1975.91,1975.91,Train
2,One,3425,1910.29,1910.29,Train
2,One,3426,1424.21,1424.21,Train
2,One,3427,1902.13,1902.13,Train
2,One,3428,2447.08,2447.08,Train
2,One,3429,2459.68,2459.68,Train
2,One,3430,1825.13,1825.13,Train
2,One,3431,1889.07,1889.07,Train
2,One,3432,1877.13,1877.13,Train
2,One,3433,2196.86,2196.86,Train
2,One,3434,2026.24,2026.24,Train
2,One,3435,2190.6,2190.6,Train
2,One,3436,2185.92,2185.92,Train
2,One,3437,2194.83,2194.83,Train
2,One,3438,1668.12,1668.12,Train
2,One,3439,1623.57,1623.57,Train
2,One,3440,1532.84,1532.84,Train
2,One,3441,1847.86,1847.86,Train
2,One,3442,1943.43,1943.43,Train
2,One,3443,1454.7,1454.7,Train
2,One,3444,1546.62,1546.62,Train
2,One,3445,1593.45,1593.45,Train
2,One,3446,1981.33,1981.33,Train
2,One,3447,1808.14,1808.14,Train
2,One,3448,1698.1,1698.1,Train
2,One,3449,1613.42,1613.42,Train
2,One,3450,1357.36,1357.36,Train
2,One,3451,1879.56,1879.56,Train
2,One,3452,1917.28,1917.28,Train
2,One,3453,1701.25,1701.25,Train
2,One,3454,2374.74,2374.74,Train
2,One,3455,1275.09,1275.09,Train
2,One,3456,1775.44,1775.44,Train
2,One,3457,2129.24,2129.24,Train
2,One,3458,2395.17,2395.17,Train
2,One,3459,1547.56,1547.56,Train
2,One,3460,1665.84,1665.84,Train
2,One,3461,2341.74,2341.74,Train
2,One,3462,1896.0,1896.0,Train
2,One,3463,1788.2,1788.2,Train
2,One,3464,1872.53,1872.53,Train
2,One,3465,1735.16,1735.16,Train
2,One,3466,1927.91,1927.91,Train
2,One,3467,2233.79,2233.79,Train
2,One,3468,2074.21,2074.21,Train
2,One,3469,2133.32,2133.32,Train
2,One,3470,1320.75,1320.75,Train
2,One,3471,1823.45,1823.45,Train
2,One,3472,1930.42,1930.42,Train
2,One,3473,1514.25,1514.25,Train
2,One,3474,1933.04,1933.04,Train
2,One,3475,1672.6,1672.6,Train
2,One,3476,1810.94,1810.94,Train
2,One,3477,1935.01,1935.01,Train
2,One,3478,1647.64,1647.64,Train
2,One,3479,1534.73,1534.73,Train
2,One,3480,1737.71,1737.71,Train
2,One,3481,1854.66,1854.66,Train
2,One,3482,2301.06,2301.06,Train
2,One,3483,1672.05,1672.05,Train
2,One,3484,2158.39,2158.39,Train
2,One,3485,2145.64,2145.64,Train
2,One,3486,1985.86,1985.86,Train
2,One,3487,2255.08,2255.08,Train
2,One,3488,1908.64,1908.64,Train
2,One,3489,1964.87,1964.87,Train
2,One,3490,1873.93,1873.93,Train
2,One,3491,1836.89,1836.89,Train
2,One,3492,1959.45,1959.45,Train
2,One,3493,1888.28,1888.28,Train
2,One,3494,1307.71,1307.71,Train
2,One,3495,1765.83,1765.83,Train
2,One,3496,1407.19,1407.19,Train
2,One,3497,2285.35,2285.35,Train
2,One,3498,2280.14,2280.14,Train
2,One,3499,1535.93,1535.93,Train
2,One,3500,1535.93,1535.93,Test
2,One,3501,1535.93,1535.93,Test
2,One,3502,1535.93,1535.93,Test
2,One,3503,1535.93,1535.93,Test
2,One,3504,1535.93,1535.93,Test
2,One,3505,1535.93,1535.93,Test
2,One,3506,1535.93,1535.93,Test
2,One,3507,1535.93,1535.93,Test
2,One,3508,1535.93,1535.93,Test
2,One,3509,1535.93,1535.93,Test
2,One,3510,1535.93,1535.93,Test
2,One,3511,1535.93,1535.93,Test
2,One,3512,1535.93,1535.93,Test
2,One,3513,1535.93,1535.93,Test
2,One,3514,1535.93,1535.93,Test
2,One,3515,1535.93,1535.93,Test
2,One,3516,1535.93,1535.93,Test
2,One,3517,1535.93,1535.93,Test
2,One,3518,1535.93,1535.93,Test
2,One,3519,1535.93,1535.93,Test
2,One,3520,1535.93,1535.93,Test
2,One,3521,1535.93,1535.93,Test
2,One,3522,1535.93,1535.93,Test
2,One,3523,1535.93,1535.93,Test
2,One,3524,1535.93,1535.93,Test
2,One,3525,1535.93,1535.93,Test
2,One,3526,1535.93,1535.93,Test
2,One,3527,1535.93,1535.93,Test
2,One,3528,1535.93,1535.93,Test
2,One,3529,1535.93,1535.93,Test
2,One,3530,1535.93,1535.93,Test
2,One,3531,1535.93,1535.93,Test
2,One,3532,1535.93,1535.93,Test
2,One,3533,1535.93,1535.93,Test
2,One,3534,1535.93,1535.93,Test
2,One,3535,1535.93,1535.93,Test
2,One,3536,1535.93,1535.93,Test
2,One,3537,1535.93,1535.93,Test
2,One,3538,1535.93,1535.93,Test
2,One,3539,1535.93,1535.93,Test
2,One,3540,1535.93,1535.93,Test
2,One,3541,1535.93,1535.93,Test
2,One,3542,1535.93,1535.93,Test
2,One,3543,1535.93,1535.93,Test
2,One,3544,1535.93,1535.93,Test
2,One,3545,1535.93,1535.93,Test
2,One,3546,1535.93,1535.93,Test
2,One,3547,1535.93,1535.93,Test
2,One,3548,1535.93,1535.93,Test
2,One,3549,1535.93,1535.93,Test
2,One,3550,1535.93,1535.93,Test
2,One,3551,1535.93,1535.93,Test
2,One,3552,1535.93,1535.93,Test
2,One,3553,1535.93,1535.93,Test
2,One,3554,1535.93,1535.93,Test
2,One,3555,1535.93,1535.93,Test
2,One,3556,1535.93,1535.93,Test
2,One,3557,1535.93,1535.93,Test
2,One,3558,1535.93,1535.93,Test
2,One,3559,1535.93,1535.93,Test
2,One,3560,1535.93,1535.93,Test
2,One,3561,1535.93,1535.93,Test
2,One,3562,1535.93,1535.93,Test
2,One,3563,1535.93,1535.93,Test
2,One,3564,1535.93,1535.93,Test
2,One,3565,1535.93,1535.93,Test
2,One,3566,1535.93,1535.93,Test
2,One,3567,1535.93,1535.93,Test
2,One,3568,1535.93,1535.93,Test
2,One,3569,1535.93,1535.93,Test
2,One,3570,1535.93,1535.93,Test
2,One,3571,1535.93,1535.93,Test
2,One,3572,1535.93,1535.93,Test
2,One,3573,1535.93,1535.93,Test
2,One,3574,1535.93,1535.93,Test
2,One,3575,1535.93,1535.93,Test
2,One,3576,1535.93,1535.93,Test
2,One,3577,1535.93,1535.93,Test
2,One,3578,1535.93,1535.93,Test
2,One,3579,1535.93,1535.93,Test
2,One,3580,1535.93,1535.93,Test
2,One,3581,1535.93,1535.93,Test
2,One,3582,1535.93,1535.93,Test
2,One,3583,1535.93,1535.93,Test
2,One,3584,1535.93,1535.93,Test
2,One,3585,1535.93,1535.93,Test
2,One,3586,1535.93,1535.93,Test
2,One,3587,1535.93,1535.93,Test
2,One,3588,1535.93,1535.93,Test
2,One,3589,1535.93,1535.93,Test
2,One,3590,1535.93,1535.93,Test
2,One,3591,1535.93,1535.93,Test
2,One,3592,1535.93,1535.93,Test
2,One,3593,1535.93,1535.93,Test
2,One,3594,1535.93,1535.93,Test
2,One,3595,1535.93,1535.93,Test
2,One,3596,1535.93,1535.93,Test
2,One,3597,1535.93,1535.93,Test
2,One,3598,1535.93,1535.93,Test
2,One,3599,1535.93,1535.93,Test
2,One,3600,1535.93,1535.93,Test
2,One,3601,1535.93,1535.93,Test
2,One,3602,1535.93,1535.93,Test
2,One,3603,1535.93,1535.93,Test
2,One,3604,1535.93,1535.93,Test
2,One,3605,1535.93,1535.93,Test
2,One,3606,1535.93,1535.93,Test
2,One,3607,1535.93,1535.93,Test
2,One,3608,1535.93,1535.93,Test
2,One,3609,1535.93,1535.93,Test
2,One,3610,1535.93,1535.93,Test
2,One,3611,1535.93,1535.93,Test
2,One,3612,1535.93,1535.93,Test
2,One,3613,1535.93,1535.93,Test
2,One,3614,1535.93,1535.93,Test
2,One,3615,1535.93,1535.93,Test
2,One,3616,1535.93,1535.93,Test
2,One,3617,1535.93,1535.93,Test
2,One,3618,1535.93,1535.93,Test
2,One,3619,1535.93,1535.93,Test
2,One,3620,1535.93,1535.93,Test
2,One,3621,1535.93,1535.93,Test
2,One,3622,1535.93,1535.93,Test
2,One,3623,1535.93,1535.93,Test
2,One,3624,1535.93,1535.93,Test
