Subj,Cond,Trial,Ts,Tp,Main
1,long,1,1094.1,1117.3221265074603,True
1,long,2,1129.3,1163.1903364691973,True
1,long,3,1094.1,1274.1901215332703,True
1,long,4,952.88,913.3396047696945,True
1,long,5,1058.8,1125.689939637625,True
1,long,6,1199.9,960.0788126146751,True
1,long,7,952.88,972.7326212871241,True
1,long,8,847.01,766.9656052030006,True
1,long,9,1058.8,886.5538735976791,True
1,long,10,1094.1,1125.889782658294,True
1,long,11,1023.5,910.125818690314,True
1,long,12,988.18,1145.7981596213917,True
1,long,13,1094.1,1027.0947277422697,True
1,long,14,1058.8,999.2263255217342,True
1,long,15,847.01,918.7710107072409,True
1,long,16,1164.6,1095.2934055907028,True
1,long,17,882.3,1153.2033054700187,True
1,long,18,988.18,1009.09449381141,True
1,long,19,1094.1,1215.5178346881025,True
1,long,20,882.3,861.1288107022513,True
1,long,21,882.3,770.4267304403235,True
1,long,22,847.01,873.1164329030637,True
1,long,23,847.01,661.4878039610163,True
1,long,24,988.18,823.3428928587205,True
1,long,25,1094.1,1215.9964945945371,True
1,long,26,882.3,684.5376751669883,True
1,long,27,952.88,1289.9404854901948,True
1,long,28,882.3,786.9641282657192,True
1,long,29,1199.9,919.3324397290976,True
1,long,30,1129.3,1290.1264633615299,True
1,long,31,1129.3,1118.1714625817601,True
1,long,32,988.18,1082.3583154452247,True
1,long,33,952.88,970.7001271450259,True
1,long,34,1094.1,1150.6089027979217,True
1,long,35,1058.8,920.038541085403,True
1,long,36,917.59,1062.3090374574035,True
1,long,37,1058.8,954.1761201800061,True
1,long,38,1058.8,1093.7479697678473,True
1,long,39,847.01,768.3478205073051,True
1,long,40,882.3,695.6688773258767,True
1,long,41,988.18,779.4410434001247,True
1,long,42,1199.9,1067.548236185835,True
1,long,43,917.59,810.5091633917228,True
1,long,44,1129.3,1216.7472743181008,True
1,long,45,1023.5,894.9096677813565,True
1,long,46,952.88,966.9128841794608,True
1,long,47,1129.3,1036.3700927730174,True
1,long,48,847.01,759.6479688882681,True
1,long,49,917.59,693.7265970425918,True
1,long,50,1023.5,761.9932268687031,True
1,long,51,988.18,842.8364852371853,True
1,long,52,882.3,664.407002966143,True
1,long,53,1199.9,1078.390925909714,True
1,long,54,1023.5,823.1131674650525,True
1,long,55,952.88,809.8461246189103,True
1,long,56,1164.6,1336.7405152706406,True
1,long,57,847.01,861.1652034800051,True
1,long,58,1058.8,1175.5237195042382,True
1,long,59,1023.5,1019.1905067133125,True
1,long,60,988.18,926.523263320752,True
1,long,61,847.01,810.9069806429592,True
1,long,62,1164.6,1327.0888914814311,True
1,long,63,1023.5,769.3040629963847,True
1,long,64,847.01,668.9424088550606,True
1,long,65,952.88,906.89778516764,True
1,long,66,917.59,872.4978172454453,True
1,long,67,1058.8,1036.9479345630787,True
1,long,68,882.3,838.0380657419905,True
1,long,69,917.59,936.7736365811573,True
1,long,70,1199.9,1100.4044487985605,True
1,long,71,1164.6,1201.759779573815,True
1,long,72,847.01,854.0289977855574,True
1,long,73,1164.6,1208.46270653464,True
1,long,74,882.3,921.4688665983964,True
1,long,75,988.18,884.3955098209174,True
1,long,76,1199.9,1198.1757187216251,True
1,long,77,917.59,703.1323553459016,True
1,long,78,917.59,929.3751697840636,True
1,long,79,1094.1,783.4833420730974,True
1,long,80,988.18,1062.3997514652535,True
1,long,81,1199.9,1280.228505105601,True
1,long,82,952.88,944.688639361983,True
1,long,83,1058.8,1069.2786380638622,True
1,long,84,952.88,960.8618869473753,True
1,long,85,1164.6,768.2975057768006,True
1,long,86,1023.5,758.6504565403111,True
1,long,87,1164.6,1136.359555930827,True
1,long,88,1094.1,1058.3072508284695,True
1,long,89,917.59,954.396650712734,True
1,long,90,988.18,1033.891585626007,True
1,long,91,1129.3,1284.1512859798997,True
1,long,92,882.3,1012.675924695509,True
1,long,93,1129.3,825.2927424052734,True
1,long,94,1129.3,989.9662742889976,True
1,long,95,1094.1,900.0265433925997,True
1,long,96,1164.6,1122.75127313971,True
1,long,97,917.59,826.5226951093742,True
1,long,98,1129.3,1205.6528133531776,True
1,long,99,1023.5,897.2120590224283,True
1,long,100,1129.3,1281.8505147235844,True
1,long,101,952.88,730.682337770766,True
1,long,102,847.01,868.7336419582376,True
1,long,103,1199.9,998.3717771835143,True
1,long,104,1058.8,1332.4737162095737,True
1,long,105,1023.5,833.748872975206,True
1,long,106,1023.5,1001.6634661230144,True
1,long,107,988.18,1119.3615521509137,True
1,long,108,1199.9,1151.6098416742245,True
1,long,109,1164.6,979.4613659456094,True
1,long,110,1058.8,1123.3111601341036,True
1,long,111,1023.5,901.7432382408341,True
1,long,112,1094.1,1062.832672098281,True
1,long,113,917.59,867.2356612756547,True
1,long,114,1094.1,1357.120206430856,True
1,long,115,917.59,1149.1598861661093,True
1,long,116,988.18,1084.560296853342,True
1,long,117,952.88,919.5404560749068,True
1,long,118,1129.3,964.1545865774738,True
1,long,119,1058.8,1186.1568143862594,True
1,long,120,882.3,805.9670475374608,True
1,long,121,1164.6,1267.7753790934257,True
1,long,122,917.59,1260.2844802494865,True
1,long,123,882.3,1080.2704071224782,True
1,long,124,1058.8,942.6474873023357,True
1,long,125,1129.3,811.9493917234172,True
1,long,126,1094.1,1039.3624544538875,True
1,long,127,1164.6,1085.3119518638175,True
1,long,128,1023.5,875.6144138179826,True
1,long,129,917.59,839.0477576703495,True
1,long,130,988.18,1213.8447399000304,True
1,long,131,952.88,1070.515676477777,True
1,long,132,1164.6,1108.7928973048931,True
1,long,133,1058.8,1265.8277361394908,True
1,long,134,847.01,835.9637825760925,True
1,long,135,882.3,874.1543976593448,True
1,long,136,1058.8,1555.345026257927,True
1,long,137,1164.6,1162.9992597243706,True
1,long,138,1094.1,1356.6695511739945,True
1,long,139,882.3,947.6469264761351,True
1,long,140,882.3,744.2829194782272,True
1,long,141,917.59,836.8619808332082,True
1,long,142,1058.8,878.2937256862696,True
1,long,143,952.88,1045.1348002204186,True
1,long,144,1199.9,1179.5226950273523,True
1,long,145,1129.3,1079.0090881355688,True
1,long,146,952.88,840.1879037056829,True
1,long,147,1094.1,826.0234837772643,True
1,long,148,1094.1,1311.3977676540828,True
1,long,149,1023.5,836.7158649793473,True
1,long,150,1058.8,867.9404190180114,True
1,long,151,1199.9,1120.219329858761,True
1,long,152,1164.6,1431.671555896722,True
1,long,153,1094.1,1247.4314521277372,True
1,long,154,1164.6,1154.2457267659324,True
1,long,155,1199.9,1067.9991046922612,True
1,long,156,952.88,954.029089426467,True
1,long,157,1094.1,772.1527516503306,True
1,long,158,917.59,1011.6103731389235,True
1,long,159,952.88,804.9165308119052,True
1,long,160,1199.9,1052.6579328932178,True
1,long,161,1058.8,1118.468296027506,True
1,long,162,1199.9,1073.6247800874808,True
1,long,163,988.18,804.6633072690853,True
1,long,164,988.18,1058.8106836592524,True
1,long,165,1129.3,976.1230918124661,True
1,long,166,1094.1,892.7909903577755,True
1,long,167,1164.6,1044.1914294328058,True
1,long,168,1199.9,956.1118803265083,True
1,long,169,1058.8,905.803603096715,True
1,long,170,1023.5,1190.4350229952825,True
1,long,171,988.18,963.7319113903351,True
1,long,172,1058.8,945.4366392738659,True
1,long,173,847.01,908.6939715292747,True
1,long,174,1094.1,950.3925777041575,True
1,long,175,952.88,881.9781625999544,True
1,long,176,1199.9,1017.5704583205505,True
1,long,177,1164.6,1053.7121052741702,True
1,long,178,1023.5,1202.1192669199875,True
1,long,179,917.59,900.0113137694332,True
1,long,180,952.88,873.6293869595171,True
1,long,181,917.59,1035.499438356659,True
1,long,182,1164.6,938.3267297123717,True
1,long,183,1094.1,1381.7484074748372,True
1,long,184,1094.1,1143.3456132239205,True
1,long,185,1094.1,1011.1795758781581,True
1,long,186,917.59,980.0426019066083,True
1,long,187,1023.5,1152.4869303166172,True
1,long,188,1199.9,1087.1999365220972,True
1,long,189,988.18,915.6086344970989,True
1,long,190,882.3,724.2512923918138,True
1,long,191,847.01,946.3982580518218,True
1,long,192,1023.5,1036.563403809411,True
1,long,193,1129.3,859.6201089422891,True
1,long,194,1164.6,1132.2151057626934,True
1,long,195,847.01,912.2615771406538,True
1,long,196,988.18,838.1509055154794,True
1,long,197,1094.1,1042.184766921867,True
1,long,198,1199.9,1130.2791031383429,True
1,long,199,1023.5,1409.4588274900966,True
1,long,200,1023.5,1055.1257905459513,True
1,long,201,1058.8,1023.6392877236433,True
1,long,202,1023.5,1094.8282256425123,True
1,long,203,1058.8,888.9967722972934,True
1,long,204,1129.3,1049.453939754453,True
1,long,205,1199.9,1056.952010710099,True
1,long,206,1199.9,1138.9932411072753,True
1,long,207,882.3,923.8475627224406,True
1,long,208,1164.6,1162.9007707605801,True
1,long,209,917.59,977.9764264437491,True
1,long,210,1023.5,749.8584757128036,True
1,long,211,1058.8,1037.5571036952772,True
1,long,212,1023.5,963.2316345018647,True
1,long,213,1058.8,1016.1038161253005,True
1,long,214,988.18,1007.5622281835646,True
1,long,215,1199.9,1265.7752588714716,True
1,long,216,847.01,848.4316702179112,True
1,long,217,1129.3,1044.9843147733388,True
1,long,218,988.18,943.3466060803202,True
1,long,219,917.59,851.9490851504569,True
1,long,220,1164.6,1053.9842242231396,True
1,long,221,847.01,766.3764763223223,True
1,long,222,1023.5,963.1648837240903,True
1,long,223,988.18,1009.5496699109418,True
1,long,224,1129.3,1094.9463135981543,True
1,long,225,1199.9,1269.2982311704588,True
1,long,226,1199.9,941.963731486094,True
1,long,227,1199.9,1012.65071191163,True
1,long,228,1129.3,1343.0717561763033,True
1,long,229,1199.9,969.0176146314924,True
1,long,230,1094.1,860.7505283015599,True
1,long,231,1129.3,938.4855895287044,True
1,long,232,1129.3,1011.4235961867581,True
1,long,233,1058.8,842.1291053477855,True
1,long,234,847.01,820.185367969324,True
1,long,235,1129.3,1021.2370830591004,True
1,long,236,1058.8,1259.8785107297263,True
1,long,237,882.3,892.7902646413486,True
1,long,238,1199.9,1072.8676536145342,True
1,long,239,1058.8,1041.0958335575106,True
1,long,240,1164.6,815.3361530979482,True
1,long,241,882.3,1216.1295112109976,True
1,long,242,917.59,827.778983233201,True
1,long,243,952.88,904.9584426294106,True
1,long,244,988.18,1043.0651570916705,True
1,long,245,847.01,844.7154905467578,True
1,long,246,1164.6,1226.3143859844959,True
1,long,247,1164.6,1112.8314828468633,True
1,long,248,882.3,906.4688185903399,True
1,long,249,952.88,849.8304869771437,True
1,long,250,1199.9,1163.405429169252,True
1,long,251,1199.9,1023.8405626444404,True
1,long,252,988.18,991.6318455597232,True
1,long,253,952.88,1014.2821855647859,True
1,long,254,917.59,789.3974262342305,True
1,long,255,1058.8,1152.3370452025838,True
1,long,256,1058.8,804.9888103938202,True
1,long,257,1199.9,948.6836016816816,True
1,long,258,847.01,977.8180955410608,True
1,long,259,882.3,880.4824523253624,True
1,long,260,1164.6,1385.414693715401,True
1,long,261,952.88,828.1946193540315,True
1,long,262,917.59,752.9547495137112,True
1,long,263,1094.1,952.7197323904226,True
1,long,264,1164.6,1053.688318782752,True
1,long,265,1094.1,889.979983642286,True
1,long,266,1058.8,1006.6735041217829,True
1,long,267,952.88,747.137305214556,True
1,long,268,1023.5,905.1924518411532,True
1,long,269,882.3,775.0071527998434,True
1,long,270,1058.8,1033.283216135806,True
1,long,271,1199.9,1351.9950689959771,True
1,long,272,882.3,816.4176552859419,True
1,long,273,988.18,969.0316397730987,True
1,long,274,952.88,972.4853391702081,True
1,long,275,1129.3,1138.1151395153224,True
1,long,276,917.59,855.061071897612,True
1,long,277,882.3,661.1567724559586,True
1,long,278,917.59,919.8705379359653,True
1,long,279,847.01,795.1972925058787,True
1,long,280,1164.6,1182.4331510754562,True
1,long,281,988.18,815.199761019954,True
1,long,282,1023.5,1073.2969675495342,True
1,long,283,1164.6,956.9737513586315,True
1,long,284,847.01,828.9094405241633,True
1,long,285,847.01,855.412056970389,True
1,long,286,1129.3,1085.5005769766892,True
1,long,287,1164.6,946.413551639819,True
